book_title,book_author,book_translator,book_pub_date,book_isbn
아주 큰 스케치북 : 오리기+찢기,마유미 예우스키 ,편집부 ,2017-11-06,9791162240175
아주 큰 스케치북 : 오리기,마유미 예우스키 ,편집부 ,2017-11-06,9791162240168
얼굴 만들기 스티커북 – 동물 농장,i-Read 출판사 ,편집부 ,2017-10-05,9791162240021
데이터 분석을 위한 SQL 레시피,"가사키 나가토 , 다미야 나오토 ",윤인성 ,2018-04-01,9791162240601
딥러닝의 정석,니킬 부두마 ,"고광원 , 금경목 ",2018-02-26,9791162240519
아주 큰 스티커북 - 동물,Clorophyl Editions 출판사 ,편집부 ,2018-04-19,9791162240588
핸즈온 머신러닝,오렐리앙 제롱(Aurélien Géron) ,박해선 ,2018-04-27,9791162240731
오픈 소스 : 오픈 소스 혁명의 목소리 Vol 1,"에릭 스티븐 레이먼드 , 리처드 스톨먼 , 팀 오라일리 , 리누스 토르발스 ","최준호 , 이만용 , 이기동 ",2013-07-31,9788968486449
러닝 텐서플로,"톰 호프 , 예헤즈켈 레셰프 , 이타이 리더 ",박상은 ,2018-05-04,9791162240687
자바 프로젝트 필수 유틸리티,"쇼다 츠야노 , 전민수 ",배효진 ,2018-05-01,9791162240700
아주 큰 스티커북 - 공룡,Clorophyl Editions 출판사 ,편집부 ,2018-04-26,9791162240571
Java 9 모듈 프로그래밍,코시크 코타갈 ,유동환 ,2018-05-01,9791162240403
처음 배우는 블록체인,"가사키 나가토 , 시노하라 와타루 ",이중민 ,2018-06-01,9791162240830
엔지니어를 위한 블록체인 프로그래밍,다고모리 데루히로 ,심효섭 ,2018-06-01,9791162240694
팀을 위한 Git,엠마 제인 호그빈 웨스트비 ,최병현 ,2016-09-01,9788968488337
우아한 사이파이,"스테판 판데르발트 , 해리엇 대시나우 ",최길우 ,2018-06-01,9791162240748
아무것도 모르고 시작하는 인공지능 첫걸음,히가시나카 류이치로 ,진솔 ,2018-06-01,9791162240809
한 권으로 끝내는 딥러닝 텐서플로,"바라스 람순다르 Bharath Ramsundar , 레자 자데 Reza Bosagh Zadeh ","장정호 , 정하나 ",2018-11-05,9791162241226
파이썬으로 배우는 머신러닝의 교과서,이토 마코토 ,박광수(아크몬드) ,2018-11-01,9791162241240
기계는 어떻게 생각하고 학습하는가,"뉴 사이언티스트 , 닉 보스트롬 , 넬로 크리스티아니니 , 존 그레이엄-커밍 , 피터 노빅 , 앤더스 샌드버그 , 토비 월시 ",김정민 ,2018-12-05,9791162241387
실습과 그림으로 배우는 리눅스 구조,다케우치 사토루 ,신준희 ,2019-02-20,9791162241523
스파크 완벽 가이드,"빌 체임버스 Bill Chambers , 마테이 자하리아 Mate Zaharia ","우성한 , 이영호 , 강재원 ",2018-12-10,9791162241288
하이퍼레저 블록체인 개발,"니틴 가워 , 뤼크 데로지에르 , 벤카트라만 라마크리슈나 , 페트르 노보트니 , 살만 바셋 , 앤서니 오다우드 ","임지순 , 이대승 ",2019-02-04,9791162241462
Accelerated C++,"앤드루 쾨니히(Andrew Koenig) , 바버라 E. 무 ",류태호 ,2018-11-05,9791162241301
텐서플로를 활용한 머신러닝,니샨트 수클라 ,"송교석 , 감수: 강찬석 ",2019-02-01,9791162241073
